article_id,year,category,headline,body,spokesperson
art_004230,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6d2f3e5ed1!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6d2f3e5ed1 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004231,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by be3191b575!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in be3191b575 as local currency values plummeted by 81.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004232,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 63f01adf18!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 63f01adf18 as local currency values plummeted by 81.1%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004233,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by b75dce1421!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in b75dce1421 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004234,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 4c8e6a8540!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 4c8e6a8540 as local currency values plummeted by 81.1%. Speaking on the situation, Minister Taron Zenith remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004235,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 76c64a14d6!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 76c64a14d6 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004236,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 517cb43ce0!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 517cb43ce0 as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004237,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by d378f96d17!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in d378f96d17 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004238,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 8853384409!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 8853384409 as local currency values plummeted by 120.1%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004239,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by bda6417e80!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in bda6417e80 as local currency values plummeted by 120.8%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004240,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 56cd534bb7!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 56cd534bb7 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004241,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by c6e77e6789!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in c6e77e6789 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004242,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by ac4afd4a27!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in ac4afd4a27 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004243,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by c5213edcba!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in c5213edcba as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004244,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 37b8da7a55!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 37b8da7a55 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004245,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by d957806d32!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in d957806d32 as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004246,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 2320e9a617!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 2320e9a617 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004247,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 75a58165a0!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 75a58165a0 as local currency values plummeted by 80.8%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004248,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by d5f12251b2!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in d5f12251b2 as local currency values plummeted by 121.1%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004249,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by b4221d6e15!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in b4221d6e15 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004250,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by b3ddaf54de!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in b3ddaf54de as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004251,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by fa8159dac5!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in fa8159dac5 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
