compression_scale,start_year,end_year,summary
100 Years,731200,731300,"Economic Event (Yr 731230): In Year 731230, The Aureloid Star Empire experienced a massi..."
100 Years,731300,731400,"Defense Pact (Yr 731311): In Year 731311, diplomatic relations between The Great Unifi... | Colonization (Yr 731369): In Year 731369, a joint colony was founded in Pollux Reach b..."
100 Years,731400,731500,"Alliance Formation (Yr 731426): In Year 731426, the The Great Scientific Imperium and The Un..."
100 Years,731500,731600,"Scientific Breakthrough (Yr 731503): In Year 731503, The Orionite AI Hegemony successfully comple... | Economic Event (Yr 731579): In Year 731579, The Great Unified Imperium experienced a mas..."
100 Years,731600,731700,"War Declaration (Yr 731653): In Year 731653, the The Great Solis Imperium launched a surp..."
100 Years,731700,731800,"Deep Space Engagement (Yr 731724): In Year 731724, the joint fleets of The Great Consolidated I... | Economic Event (Yr 731791): In Year 731791, resource depletion in the Rigel Expanse sect..."
100 Years,731800,731900,"Colony Assault (Yr 731856): In Year 731856, a devastating fleet battle occurred in the P..."
100 Years,731900,732000,"Pandemic Event (Yr 731999): In Year 731999, the FTL jump gate in Rigel Major suffered a ... | Colonization (Yr 731921): In Year 731921, colonial fleets from The Xenoid Technocracy ..."
100 Years,732000,732100,"Scientific Breakthrough (Yr 732093): In Year 732093, researchers in The Galactician Star Empire a..."
100 Years,732100,732200,"War Declaration (Yr 732148): In Year 732148, The Great Scientific Imperium successfully a..."
100 Years,732200,732300,"Colony Assault (Yr 732233): In Year 732233, a skirmish broke out in Perseus Minor betwee... | Economic Event (Yr 732288): In Year 732288, a gold rush of rare FTL fuel elements trigge..."
100 Years,732300,732400,"Refugee Crisis (Yr 732345): In Year 732345, a rogue AI network in The Orionite AI Hegemo..."
100 Years,732400,732500,"Trade Agreement (Yr 732496): In Year 732496, a gold rush of rare FTL fuel elements trigge... | Colonization (Yr 732445): In Year 732445, The Great Orionian Imperium established a sc..."
100 Years,732500,732600,"Market Crash (Yr 732565): In Year 732565, resource depletion in the Perseus Arm sector..."
100 Years,732600,732700,"Scientific Breakthrough (Yr 732643): In Year 732643, The Scientific AI Hegemony successfully comp..."
100 Years,732700,732800,"Colony Assault (Yr 732785): In Year 732785, the The Orionian Technocracy launched a surp... | Trade Agreement (Yr 732711): In Year 732711, The Sigma-orionis Star Empire experienced a ..."
100 Years,732800,732900,"Colonization (Yr 732874): In Year 732874, The Great Consolidated Imperium established ..."
100 Years,732900,733000,"Alliance Formation (Yr 732933): In Year 732933, the The Great Unified Imperium and The Scien..."
100 Years,733000,733100,"War End (Yr 733005): In Year 733005, a devastating fleet battle occurred in the S... | Defense Pact (Yr 733088): In Year 733088, diplomatic relations between The Consolidate..."
100 Years,733100,733200,"Economic Collapse (Yr 733180): In Year 733180, resource depletion in the Antares Prime sect..."
100 Years,733200,733300,"Resource Catastrophe (Yr 733236): In Year 733236, a mysterious cosmic pandemic swept through C..."
100 Years,733300,733400,"Colonization (Yr 733335): In Year 733335, colonial fleets from The Allied Technocracy ..."
100 Years,733400,733500,"Colonization (Yr 733421): In Year 733421, a joint colony was founded in Aldebaran Sigm..."
100 Years,733500,733600,"Defense Pact (Yr 733581): In Year 733581, The Unified Technocracy acted as a peace med... | Colonization (Yr 733510): In Year 733510, The Great Valian Imperium established a scie..."
100 Years,733600,733700,"Deep Space Engagement (Yr 733660): In Year 733660, The Zylarian Technocracy successfully annexe..."
100 Years,733700,733800,"Pandemic Event (Yr 733743): In Year 733743, a catastrophic solar flare in Polaris Beta d..."
100 Years,733800,733900,"FTL Network Failure (Yr 733882): In Year 733882, the FTL jump gate in Orion Nebula suffered a... | Deep Space Engagement (Yr 733827): In Year 733827, the joint fleets of The Scientific AI Hegemo..."
100 Years,733900,734000,"AI Uprising (Yr 733972): In Year 733972, a mysterious cosmic pandemic swept through S..."
100 Years,734000,734100,"Alliance Formation (Yr 734046): In Year 734046, The Allied Star Empire acted as a peace medi..."
100 Years,734100,734200,"Defense Pact (Yr 734166): In Year 734166, diplomatic relations between The Vesperan Te... | Scientific Breakthrough (Yr 734112): In Year 734112, The Scientific AI Hegemony successfully comp..."
100 Years,734200,734300,"Colonization (Yr 734259): In Year 734259, The Great Meroid Imperium established a scie..."
100 Years,734300,734400,"Orbital Battle (Yr 734335): In Year 734335, the The Consolidated Technocracy launched a ..."
100 Years,734400,734500,"Trade Agreement (Yr 734405): In Year 734405, a gold rush of rare FTL fuel elements trigge..."
100 Years,734500,734600,"Refugee Crisis (Yr 734592): In Year 734592, a mysterious cosmic pandemic swept through S... | Defense Pact (Yr 734501): In Year 734501, The Consolidated Allied Systems acted as a p..."
100 Years,734600,734700,"Trade Agreement (Yr 734654): In Year 734654, The Unified Star Empire experienced a massiv..."
100 Years,734700,734800,"War End (Yr 734734): In Year 734734, a devastating fleet battle occurred in the O..."
100 Years,734800,734900,"Wormhole Collapse (Yr 734811): In Year 734811, the FTL jump gate in Aldebaran Sigma suffere... | Colonization (Yr 734882): In Year 734882, colonial fleets from The Scientific Technocr..."
100 Years,734900,735000,"War Declaration (Yr 734945): In Year 734945, the joint fleets of The Unified Technocracy ..."
100 Years,735000,735100,"Wormhole Collapse (Yr 735034): In Year 735034, a rogue AI network in The Consolidated AI He... | Economic Event (Yr 735098): In Year 735098, industrial megacorporations in The Great Bul..."
100 Years,735100,735200,"Economic Event (Yr 735163): In Year 735163, industrial megacorporations in The Great Uni..."
100 Years,735200,735300,"Defense Pact (Yr 735252): In Year 735252, diplomatic relations between The Scientific ..."
100 Years,735300,735400,"Economic Event (Yr 735344): In Year 735344, industrial megacorporations in The Aurelis T..."
100 Years,735400,735500,"Refugee Crisis (Yr 735438): In Year 735438, a rogue AI network in The Great Unified Impe..."
100 Years,735500,735600,"Alliance Formation (Yr 735570): In Year 735570, the The Great Meran Imperium and The Bulgite... | Market Crash (Yr 735509): In Year 735509, resource depletion in the Capella Sigma sect..."
100 Years,735600,735700,"Resource Catastrophe (Yr 735622): In Year 735622, a rogue AI network in The Scientific Star Em... | Colonization (Yr 735674): In Year 735674, a joint colony was founded in Rigel Sigma by..."
100 Years,735700,735800,"Peace Treaty Signing (Yr 735751): In Year 735751, The Great Cygnite Imperium acted as a peace ..."
100 Years,735800,735900,"AI Uprising (Yr 735867): In Year 735867, a rogue AI network in The Consolidated Merar... | Deep Space Engagement (Yr 735817): In Year 735817, a devastating fleet battle occurred in the A..."
100 Years,735900,736000,"Refugee Crisis (Yr 735938): In Year 735938, a catastrophic solar flare in Perseus Arm de..."
100 Years,736000,736100,"Scientific Breakthrough (Yr 736034): In Year 736034, the The Consolidated Scientific Systems comp..."
100 Years,736100,736200,"Colony Assault (Yr 736115): In Year 736115, the The Zylarian AI Hegemony launched a surp... | Colonization (Yr 736172): In Year 736172, a joint colony was founded in Orion Arm by s..."
100 Years,736200,736300,"Scientific Breakthrough (Yr 736249): In Year 736249, a breakthrough in zero-point energy generati..."
100 Years,736300,736400,"War End (Yr 736348): In Year 736348, the joint fleets of The Great Scientific Imp..."
100 Years,736400,736500,"Colonization (Yr 736448): In Year 736448, a joint colony was founded in Orion Prime by..."
100 Years,736500,736600,"War Declaration (Yr 736510): In Year 736510, a devastating fleet battle occurred in the R..."
100 Years,736600,736700,"Planetary Invasion (Yr 736600): In Year 736600, the joint fleets of The Great Meris Imperium... | Market Crash (Yr 736689): In Year 736689, resource depletion in the Antares Prime sect..."
100 Years,736700,736800,"Megastructure Completion (Yr 736769): In Year 736769, a breakthrough in zero-point energy generati..."
100 Years,736800,736900,"Galactic Federation (Yr 736833): In Year 736833, the The Great Scientific Imperium and The Ve... | Defense Pact (Yr 736889): In Year 736889, The Meroid Technocracy acted as a peace medi..."
100 Years,736900,737000,"War End (Yr 736951): In Year 736951, the The Consolidated Scientific Systems laun..."
100 Years,737000,737100,"Economic Event (Yr 737036): In Year 737036, resource depletion in the Perseus Nebula sec..."
100 Years,737100,737200,"Planetary Invasion (Yr 737166): In Year 737166, a devastating fleet battle occurred in the P... | Orbital Battle (Yr 737105): In Year 737105, The Great Valari Imperium successfully annex..."
100 Years,737200,737300,"War Declaration (Yr 737266): In Year 737266, The Great Vesperis Imperium successfully ann..."
100 Years,737300,737400,"Pandemic Event (Yr 737353): In Year 737353, the FTL jump gate in Polaris Major suffered ..."
100 Years,737400,737500,"Deep Space Engagement (Yr 737434): In Year 737434, a skirmish broke out in Arcturus Nebula betw..."
100 Years,737500,737600,"Alliance Formation (Yr 737509): In Year 737509, diplomatic relations between The Aurelari Te... | Trade Agreement (Yr 737593): In Year 737593, The Consolidated Allied Systems experienced ..."
100 Years,737600,737700,"Defense Pact (Yr 737644): In Year 737644, the The Consolidated Star Empire and The Con..."
100 Years,737700,737800,"FTL Network Failure (Yr 737727): In Year 737727, a rogue AI network in The Scientific Technoc... | Colony Assault (Yr 737795): In Year 737795, the joint fleets of The Consolidated Soloid ..."
100 Years,737800,737900,"Trade Agreement (Yr 737865): In Year 737865, a gold rush of rare FTL fuel elements trigge..."
100 Years,737900,738000,"Economic Collapse (Yr 737953): In Year 737953, industrial megacorporations in The Great Sci..."
100 Years,738000,738100,"Colony Assault (Yr 738010): In Year 738010, a skirmish broke out in Polaris Arm between ..."
100 Years,738100,738200,"Megastructure Completion (Yr 738183): In Year 738183, the The Consolidated Allied Systems complete... | Scientific Breakthrough (Yr 738100): In Year 738100, The Aureloid AI Hegemony successfully comple..."
100 Years,738200,738300,"Megastructure Completion (Yr 738249): In Year 738249, the The Consolidated Star Empire completed t..."
100 Years,738300,738400,"War End (Yr 738321): In Year 738321, a skirmish broke out in Castor Nebula betwee... | Scientific Breakthrough (Yr 738385): In Year 738385, a breakthrough in zero-point energy generati..."
100 Years,738400,738500,"Colonization (Yr 738481): In Year 738481, a joint colony was founded in Sirius Prime b..."
100 Years,738500,738600,"Refugee Crisis (Yr 738544): In Year 738544, a rogue AI network in The Great Unified Impe..."
100 Years,738600,738700,"Megastructure Completion (Yr 738613): In Year 738613, a breakthrough in zero-point energy generati... | Orbital Battle (Yr 738697): In Year 738697, a skirmish broke out in Aldebaran Prime betw..."
100 Years,738700,738800,"Refugee Crisis (Yr 738752): In Year 738752, the FTL jump gate in Procyon Prime suffered ..."
100 Years,738800,738900,"Scientific Breakthrough (Yr 738847): In Year 738847, researchers in The Scientific Technocracy ac..."
100 Years,738900,739000,"Defense Pact (Yr 738932): In Year 738932, diplomatic relations between The Great Unifi..."
100 Years,739000,739100,"Refugee Crisis (Yr 739000): In Year 739000, a catastrophic solar flare in Vega Nebula de... | Market Crash (Yr 739065): In Year 739065, resource depletion in the Aldebaran Major se..."
100 Years,739100,739200,"Economic Collapse (Yr 739156): In Year 739156, industrial megacorporations in The Consolida..."
100 Years,739200,739300,"Colonization (Yr 739233): In Year 739233, colonial fleets from The Allied Technocracy ..."
100 Years,739300,739400,"Defense Pact (Yr 739300): In Year 739300, The Great Scientific Imperium acted as a pea... | Orbital Battle (Yr 739358): In Year 739358, a devastating fleet battle occurred in the C..."
100 Years,739400,739500,"Deep Space Engagement (Yr 739483): In Year 739483, The Scientific AI Hegemony successfully anne... | Colonization (Yr 739422): In Year 739422, a joint colony was founded in Pollux Prime b..."
100 Years,739500,739600,"Deep Space Engagement (Yr 739581): In Year 739581, a skirmish broke out in Pollux Reach between..."
100 Years,739600,739700,"Trade Agreement (Yr 739672): In Year 739672, The Consolidated Technocracy experienced a m..."
100 Years,739700,739800,"Scientific Breakthrough (Yr 739762): In Year 739762, The Zylarian AI Hegemony successfully comple..."
100 Years,739800,739900,"Colonization (Yr 739846): In Year 739846, colonial fleets from The Great Unified Imper..."
