tick,year,civilization_id,civilization_name,decision,reason,result
9,900,7c40c9ebf8,Scientific Vesperian Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.1% to 30.1%.
9,900,28f3b831a2,Scientific Aureloid Union,DEFEND,High threat (67.7) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,20af608f42,Consolidated Orionite Worlds,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
9,900,f03d90fb8f,Thranite Directorate,TRADE,Proposed trade agreement to neighbor Aurelian Directorate (distance: 0.0 LY).,Aurelian Directorate declined trade proposal from Thranite Directorate.
9,900,3c04f1e4d3,Scientific Xenite Union,RESEARCH,Research priorities chosen due to curiosity (90.3) and tech potential (16.9).,Technological level increased by 0.140 to 8.797.
9,900,123f4d1fb7,Aurelian Directorate,DEFEND,High threat (70.1) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,15474381ae,Scientific Kaelumari Union,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (37.3).,Gained 300.0 resource units and +5.0 stability.
9,900,e905d91038,Allied Zelari Systems,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (21.7).,Gained 300.0 resource units and +5.0 stability.
9,900,f7ed0ea8ba,Thranari Commonwealth,ATTACK,Military conquest declared due to aggression (58.8) and poor relationships.,"WAR OUTCOME: Coalition [Allied Zelari Systems] successfully defended against Coalition [Thranari Commonwealth]. Attacker Thranari Commonwealth suffered military defeat, losing 8,092,437,772 population and paying 1,022.5 resources in reparations."
9,900,176da50470,Unified Mu-perseis Council,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
9,900,f83f785370,Consolidated Valian Worlds,RESEARCH,Research priorities chosen due to curiosity (88.0) and tech potential (16.2).,Technological level increased by 0.138 to 8.570.
9,900,85aec51e58,Consolidated Thranoid Worlds,RESEARCH,Research priorities chosen due to curiosity (52.7) and tech potential (10.0).,Technological level increased by 0.103 to 9.049.
9,900,4c224c8349,Vesperari Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,37270686ec,Scientific Bulgite Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,b9be6a525a,The Bulgite Federation,ALLY,Diplomatic outreach for alliance sent to Scientific Bulgite Union (distance: 0.0 LY).,Scientific Bulgite Union immediately rejected alliance from The Bulgite Federation due to low relations (11.6).
10,1000,f8c1278b86,Consolidated Zelis Worlds,TRADE,Proposed trade agreement to neighbor Scientific Valan Union (distance: 0.0 LY).,Scientific Valan Union declined trade proposal from Consolidated Zelis Worlds.
10,1000,4836a15586,Scientific Valan Union,ALLY,Diplomatic outreach for alliance sent to Consolidated Zelis Worlds (distance: 0.0 LY).,Consolidated Zelis Worlds immediately rejected alliance from Scientific Valan Union due to low relations (0.8).
10,1000,ee951bbfab,Kaelumian Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
10,1000,b2e833d309,Allied Orionoid Systems,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
10,1000,faf8d4b64a,Solex Directorate,RESEARCH,Research priorities chosen due to curiosity (80.6) and tech potential (13.7).,Technological level increased by 0.131 to 7.105.
10,1000,a500abb373,The Zelari Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Sphere.,Advanced Dyson Sphere construction progress by 18.7% to 28.7%.
10,1000,9594053f90,Scientific Galacticite Union,RESEARCH,Research priorities chosen due to curiosity (78.5) and tech potential (15.3).,Technological level increased by 0.128 to 9.662.
10,1000,22b55b78e2,Unified Omicron-galacticis Council,RESEARCH,Research priorities chosen due to curiosity (80.8) and tech potential (16.6).,Technological level increased by 0.131 to 10.656.
10,1000,185a68bac9,Scientific Solari Union,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Sphere.,Advanced Dyson Sphere construction progress by 18.7% to 65.9%.
10,1000,c4f121b6c1,Orionian Directorate,RESEARCH,Research priorities chosen due to curiosity (68.6) and tech potential (11.7).,Technological level increased by 0.119 to 7.202.
10,1000,70a115d461,Consolidated Aurelite Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,26b5626b6c,Scientific Thranan Union,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
10,1000,8a41c4ac34,Valis Directorate,TRADE,Proposed trade agreement to neighbor Scientific Thranan Union (distance: 0.0 LY).,Scientific Thranan Union declined trade proposal from Valis Directorate.
10,1000,15286fa1f5,Consolidated Zelari Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,ec5efdeb2d,The Bulgite Federation,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,2f0954acad,Scientific Aethelgardian Union,RESEARCH,Research priorities chosen due to curiosity (91.9) and tech potential (18.0).,Technological level increased by 0.142 to 9.747.
10,1000,c7c9fca9a1,Unified Aethelgardis Council,RESEARCH,Research priorities chosen due to curiosity (99.6) and tech potential (20.0).,Technological level increased by 0.150 to 10.610.
10,1000,511ff78315,Allied Zeta-cygnis Systems,DEFEND,High threat (28.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
10,1000,95cba99a70,Consolidated Aureloid Worlds,RESEARCH,Research priorities chosen due to curiosity (59.1) and tech potential (11.5).,Technological level increased by 0.109 to 9.595.
10,1000,73cb158d41,Unified Vesperari Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
10,1000,7419a59432,Unified Merari Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,bb1351012f,Zylarian Directorate,RESEARCH,Research priorities chosen due to curiosity (91.4) and tech potential (18.2).,Technological level increased by 0.141 to 10.090.
10,1000,3be9d94e07,Unified Kaelumoid Council,RESEARCH,Research priorities chosen due to curiosity (99.8) and tech potential (20.0).,Technological level increased by 0.150 to 10.306.
10,1000,033668785c,The Solis Federation,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (29.7).,Gained 300.0 resource units and +5.0 stability.
10,1000,f8a4edc83b,Consolidated Xenoid Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,d2748466c9,Scientific Xenis Union,RESEARCH,Research priorities chosen due to curiosity (84.2) and tech potential (17.1).,Technological level increased by 0.134 to 10.423.
10,1000,4a7ef72f37,The Bulgite Federation,RESEARCH,Research priorities chosen due to curiosity (89.3) and tech potential (16.4).,Technological level increased by 0.139 to 8.483.
10,1000,23979e6a05,Unified Persean Council,RESEARCH,Research priorities chosen due to curiosity (76.3) and tech potential (14.7).,Technological level increased by 0.126 to 9.372.
10,1000,b6e89e8b4d,Allied Chi-perseis Systems,ALLY,Diplomatic outreach for alliance sent to Unified Persean Council (distance: 0.0 LY).,Unified Persean Council immediately rejected alliance from Allied Chi-perseis Systems due to low relations (2.7).
10,1000,243eff68e3,Sigma-bulgis Directorate,COLONIZE,Colonization wave initiated targeting nearby unoccupied system at distance 0.0 LY.,Successfully established colony on planet Sigma Bulge-f. Spent 400 resources.
10,1000,9aa2eff7c3,Persean Directorate,RESEARCH,Research priorities chosen due to curiosity (92.3) and tech potential (18.7).,Technological level increased by 0.142 to 10.427.
10,1000,5db2756626,Unified Zelian Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,37df7ce9be,Unified Xenoid Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,63fff6610a,Meris Directorate,DEFEND,High threat (72.6) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
10,1000,52d6d92e6b,Unified Xenoid Council,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (38.8).,Gained 300.0 resource units and +5.0 stability.
10,1000,ea27a17ca6,The Meris Federation,TRADE,Proposed trade agreement to neighbor Unified Xenoid Council (distance: 0.0 LY).,Unified Xenoid Council declined trade proposal from The Meris Federation.
10,1000,962632e3ac,Zylarex Directorate,ATTACK,Military conquest declared due to aggression (48.2) and poor relationships.,"WAR OUTCOME: Coalition [Scientific Xenite Union] successfully defended against Coalition [Zylarex Directorate]. Attacker Zylarex Directorate suffered military defeat, losing 2,800,228,711 population and paying 498.6 resources in reparations."
10,1000,0bfb7074dd,Scientific Xenite Union,RESEARCH,Research priorities chosen due to curiosity (89.5) and tech potential (17.4).,Technological level increased by 0.140 to 9.598.
10,1000,626215ebea,Scientific Xenoid Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,d8145cd1f0,Aurelite Commonwealth,DEFEND,High threat (68.5) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
10,1000,7315025cfd,Unified Aurelari Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
10,1000,d853839dba,Allied Zelite Systems,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,c56a0b9792,Allied Elysiis Systems,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
10,1000,2173a01d64,Allied Elysiian Systems,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (22.2).,Gained 300.0 resource units and +5.0 stability.
10,1000,35390a1939,Valari Directorate,ALLY,Diplomatic outreach for alliance sent to Scientific Zelan Union (distance: 0.0 LY).,Scientific Zelan Union immediately rejected alliance from Valari Directorate due to low relations (26.4).
10,1000,6d4e0abb77,Scientific Zelan Union,RESEARCH,Research priorities chosen due to curiosity (85.0) and tech potential (15.4).,Technological level increased by 0.135 to 8.297.
10,1000,3a3695c8e9,Consolidated Galactican Worlds,RESEARCH,Research priorities chosen due to curiosity (77.2) and tech potential (14.5).,Technological level increased by 0.127 to 8.919.
10,1000,494354518b,Unified Zylarite Council,RESEARCH,Research priorities chosen due to curiosity (81.6) and tech potential (16.9).,Technological level increased by 0.132 to 10.793.
10,1000,a425d5c923,Allied Thranari Systems,ALLY,Diplomatic outreach for alliance sent to Unified Zylarite Council (distance: 0.0 LY).,Unified Zylarite Council immediately rejected alliance from Allied Thranari Systems due to low relations (-7.0).
10,1000,9cad00795f,Allied Aethelgardian Systems,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
10,1000,155f4eead5,The Aethelgardan Federation,ALLY,Diplomatic outreach for alliance sent to Allied Aethelgardian Systems (distance: 0.0 LY).,Allied Aethelgardian Systems immediately rejected alliance from The Aethelgardan Federation due to low relations (-2.3).
10,1000,35b25d7eaf,Unified Aethelgardis Council,RESEARCH,Research priorities chosen due to curiosity (99.1) and tech potential (19.6).,Technological level increased by 0.149 to 9.973.
10,1000,4e674c46b8,Aethelgardan Directorate,ALLY,Diplomatic outreach for alliance sent to Allied Aethelgardian Systems (distance: 0.0 LY).,Allied Aethelgardian Systems immediately rejected alliance from Aethelgardan Directorate due to low relations (5.6).
10,1000,e4a60e62b6,Unified Zeloid Council,RESEARCH,Research priorities chosen due to curiosity (79.4) and tech potential (16.2).,Technological level increased by 0.129 to 10.523.
10,1000,24423298c0,Scientific Zylaroid Union,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
10,1000,95985a8620,Xenan Directorate,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 10.655.
10,1000,80be4440e8,Kaelumis Directorate,RESEARCH,Research priorities chosen due to curiosity (87.5) and tech potential (17.8).,Technological level increased by 0.137 to 10.492.
10,1000,c7a93adf27,The Thranis Federation,RESEARCH,Research priorities chosen due to curiosity (68.0) and tech potential (13.1).,Technological level increased by 0.118 to 9.357.
