event_id,year,timestamp,event_type,event_category,empire,participants,location,impact_score,historical_significance,description
prc_245918,548445,Year 548445,Economic Event,Economy,The Great Kaelumari Imperium,The Great Scientific Imperium,Vega Major,15.0,Significant,"In Year 548445, a gold rush of rare FTL fuel elements triggered an economic boom for The Great Kaelumari Imperium in the Vega Major system."
prc_713566,548498,Year 548498,Economic Event,Economy,The Great Allied Imperium,The Scientific AI Hegemony,Perseus Major,5.0,Minor,"In Year 548498, The Great Allied Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Perseus Major."
prc_285057,548592,Year 548592,Deep Space Engagement,Military,The Great Unified Imperium,The Unified AI Hegemony,Betelgeuse Reach,15.0,Significant,"In Year 548592, the The Great Unified Imperium launched a surprise offensive against The Unified AI Hegemony over territorial claims in the Betelgeuse Reach sector."
prc_628501,548681,Year 548681,Colonization,Colonization,The Scientific Technocracy,The Great Unified Imperium,Antares Reach,8.0,Minor,"In Year 548681, The Scientific Technocracy established a science outpost on a hostile frozen planet in the Antares Reach system."
prc_495044,548743,Year 548743,Economic Collapse,Economy,The Scientific AI Hegemony,The Kaelumis Technocracy,Rigel Nebula,75.0,Epochal,"In Year 548743, industrial megacorporations in The Scientific AI Hegemony completed a major FTL trade hub in Rigel Nebula, boosting GDP."
prc_914576,548827,Year 548827,Trade Agreement,Economy,The Unified AI Hegemony,The Merex AI Hegemony,Aldebaran Beta,5.0,Minor,"In Year 548827, resource depletion in the Aldebaran Beta sector caused trade disruptions for The Unified AI Hegemony."
prc_847576,548917,Year 548917,Colonization,Colonization,The Great Meris Imperium,The Consolidated Thranari Systems,Sagittarius Beta,8.0,Minor,"In Year 548917, The Great Meris Imperium established a science outpost on a hostile frozen planet in the Sagittarius Beta system."
prc_223217,548985,Year 548985,Colony Assault,Military,The Scientific Star Empire,The Consolidated Scientific Systems,Aldebaran Prime,25.0,Significant,"In Year 548985, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Scientific Star Empire clashed with The Consolidated Scientific Systems."
prc_483925,549062,Year 549062,Megastructure Completion,Science,The Great Unified Imperium,The Scientific Technocracy,Sagittarius Beta,60.0,Major,"In Year 549062, a breakthrough in zero-point energy generation in The Great Unified Imperium boosted industrial capacity."
prc_398535,549152,Year 549152,Economic Event,Economy,The Great Thranan Imperium,The Consolidated Scientific Systems,Aldebaran Beta,5.0,Minor,"In Year 549152, resource depletion in the Aldebaran Beta sector caused trade disruptions for The Great Thranan Imperium."
prc_854672,549247,Year 549247,Colonization,Colonization,The Scientific Technocracy,The Kaeluman AI Hegemony,Centauri Arm,8.0,Minor,"In Year 549247, a joint colony was founded in Centauri Arm by settlers from both The Scientific Technocracy and The Kaeluman AI Hegemony."
prc_797461,549306,Year 549306,Colonization,Colonization,The Great Zelex Imperium,The Great Scientific Imperium,Perseus Expanse,8.0,Minor,"In Year 549306, colonial fleets from The Great Zelex Imperium successfully terraformed and settled the prime world of Perseus Expanse."
prc_793545,549368,Year 549368,Alliance Formation,Diplomacy,The Consolidated Technocracy,The Bulgan Technocracy,Centauri Minor,15.0,Significant,"In Year 549368, The Consolidated Technocracy acted as a peace mediator between The Bulgan Technocracy and local independent factions."
prc_907775,549419,Year 549419,Defense Pact,Diplomacy,The Consolidated Scientific Systems,The Unified Technocracy,Pollux Prime,20.0,Significant,"In Year 549419, diplomatic relations between The Consolidated Scientific Systems and The Unified Technocracy soured following a border dispute near Pollux Prime."
prc_543636,549512,Year 549512,Colonization,Colonization,The Great Scientific Imperium,The Galactician Technocracy,Antares Nebula,8.0,Minor,"In Year 549512, The Great Scientific Imperium established a science outpost on a hostile frozen planet in the Antares Nebula system."
prc_406164,549581,Year 549581,Colonization,Colonization,The Scientific Technocracy,The Great Unified Imperium,Aldebaran Nebula,8.0,Minor,"In Year 549581, colonial fleets from The Scientific Technocracy successfully terraformed and settled the prime world of Aldebaran Nebula."
prc_421037,549680,Year 549680,Colonization,Colonization,The Orionite Technocracy,The Zylarian AI Hegemony,Capella Major,8.0,Minor,"In Year 549680, a joint colony was founded in Capella Major by settlers from both The Orionite Technocracy and The Zylarian AI Hegemony."
prc_764456,549731,Year 549731,Galactic Federation,Diplomacy,The Great Sigma-bulgis Imperium,The Scientific AI Hegemony,Orion Reach,40.0,Major,"In Year 549731, diplomatic relations between The Great Sigma-bulgis Imperium and The Scientific AI Hegemony soured following a border dispute near Orion Reach."
prc_752318,549803,Year 549803,Market Crash,Economy,The Scientific Technocracy,The Consolidated AI Hegemony,Perseus Beta,15.0,Significant,"In Year 549803, a gold rush of rare FTL fuel elements triggered an economic boom for The Scientific Technocracy in the Perseus Beta system."
prc_704312,549896,Year 549896,Scientific Breakthrough,Science,The Great Consolidated Imperium,The Consolidated Perseian Systems,Polaris Beta,15.0,Significant,"In Year 549896, The Great Consolidated Imperium successfully completed a Kardashev Type II Dyson Swarm project around the star Polaris Beta."
prc_293264,549986,Year 549986,War End,Military,The Gamma-sagittariis Technocracy,The Great Scientific Imperium,Aldebaran Arm,20.0,Significant,"In Year 549986, a skirmish broke out in Aldebaran Arm between The Gamma-sagittariis Technocracy patrols and The Great Scientific Imperium raiders."
prc_825880,550064,Year 550064,Trade Agreement,Economy,The Thranite Star Empire,The Scientific Technocracy,Sagittarius Major,5.0,Minor,"In Year 550064, industrial megacorporations in The Thranite Star Empire completed a major FTL trade hub in Sagittarius Major, boosting GDP."
prc_874980,550133,Year 550133,Scientific Breakthrough,Science,The Consolidated Scientific Systems,The Great Unified Imperium,Arcturus Nebula,15.0,Significant,"In Year 550133, the The Consolidated Scientific Systems completed the construction of a stellar observatory in Arcturus Nebula, discovering new hyperspace routes."
prc_417442,550194,Year 550194,Deep Space Engagement,Military,The Great Allied Imperium,The Great Zylarite Imperium,Arcturus Sigma,15.0,Significant,"In Year 550194, the The Great Allied Imperium launched a surprise offensive against The Great Zylarite Imperium over territorial claims in the Arcturus Sigma sector."
prc_384190,550293,Year 550293,FTL Network Failure,Crisis,The Great Unified Imperium,The Gamma-cygnis Technocracy,Perseus Reach,80.0,Epochal,"In Year 550293, a catastrophic solar flare in Perseus Reach destroyed major surface infrastructure belonging to The Great Unified Imperium."
prc_811482,550346,Year 550346,Planetary Invasion,Military,The Great Unified Imperium,The Unified AI Hegemony,Perseus Beta,30.0,Significant,"In Year 550346, the joint fleets of The Great Unified Imperium and The Unified AI Hegemony conducted a major peacekeeping operation in Perseus Beta."
prc_461125,550404,Year 550404,Planetary Invasion,Military,The Zelian AI Hegemony,The Unified Technocracy,Sagittarius Major,30.0,Significant,"In Year 550404, a skirmish broke out in Sagittarius Major between The Zelian AI Hegemony patrols and The Unified Technocracy raiders."
prc_106539,550503,Year 550503,Colonization,Colonization,The Scientific Technocracy,The Scientific AI Hegemony,Aldebaran Major,8.0,Minor,"In Year 550503, a joint colony was founded in Aldebaran Major by settlers from both The Scientific Technocracy and The Scientific AI Hegemony."
prc_632885,550597,Year 550597,Planetary Invasion,Military,The Great Orionex Imperium,The Scientific Technocracy,Pollux Major,30.0,Significant,"In Year 550597, the The Great Orionex Imperium launched a surprise offensive against The Scientific Technocracy over territorial claims in the Pollux Major sector."
prc_442603,550695,Year 550695,Orbital Battle,Military,The Great Valari Imperium,The Great Tau-galacticis Imperium,Polaris Reach,15.0,Significant,"In Year 550695, the joint fleets of The Great Valari Imperium and The Great Tau-galacticis Imperium conducted a major peacekeeping operation in Polaris Reach."
prc_899678,550767,Year 550767,Peace Treaty Signing,Diplomacy,The Consolidated Scientific Systems,The Great Sigma-bulgis Imperium,Sagittarius Reach,20.0,Significant,"In Year 550767, diplomatic relations between The Consolidated Scientific Systems and The Great Sigma-bulgis Imperium soured following a border dispute near Sagittarius Reach."
prc_465901,550855,Year 550855,Colonization,Colonization,The Great Unified Imperium,The Valis AI Hegemony,Sirius Major,8.0,Minor,"In Year 550855, colonial fleets from The Great Unified Imperium successfully terraformed and settled the prime world of Sirius Major."
prc_272210,550911,Year 550911,Megastructure Completion,Science,The Scientific Technocracy,The Consolidated Unified Systems,Sirius Minor,60.0,Major,"In Year 550911, The Scientific Technocracy successfully completed a Kardashev Type II Dyson Swarm project around the star Sirius Minor."
prc_482123,550992,Year 550992,Scientific Breakthrough,Science,The Thranite Technocracy,The Perseian Technocracy,Aldebaran Sigma,15.0,Significant,"In Year 550992, researchers in The Thranite Technocracy achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_267372,551078,Year 551078,Wormhole Collapse,Crisis,The Great Beta-bulgis Imperium,The Scientific Technocracy,Arcturus Expanse,70.0,Epochal,"In Year 551078, the FTL jump gate in Arcturus Expanse suffered a critical containment breach, isolating several systems."
prc_411416,551132,Year 551132,Refugee Crisis,Crisis,The Aurelis AI Hegemony,The Great Orionan Imperium,Sagittarius Sigma,55.0,Major,"In Year 551132, the FTL jump gate in Sagittarius Sigma suffered a critical containment breach, isolating several systems."
prc_891975,551186,Year 551186,Megastructure Completion,Science,The Scientific Technocracy,The Consolidated Star Empire,Procyon Beta,60.0,Major,"In Year 551186, the The Scientific Technocracy completed the construction of a stellar observatory in Procyon Beta, discovering new hyperspace routes."
prc_549221,551264,Year 551264,Economic Collapse,Economy,The Great Cygnan Imperium,The Great Unified Imperium,Arcturus Arm,75.0,Epochal,"In Year 551264, industrial megacorporations in The Great Cygnan Imperium completed a major FTL trade hub in Arcturus Arm, boosting GDP."
prc_609713,551333,Year 551333,Megastructure Completion,Science,The Great Unified Imperium,The Consolidated Unified Systems,Polaris Reach,60.0,Major,"In Year 551333, a breakthrough in zero-point energy generation in The Great Unified Imperium boosted industrial capacity."
prc_586496,551429,Year 551429,Economic Event,Economy,The Meran AI Hegemony,The Great Unified Imperium,Sagittarius Expanse,5.0,Minor,"In Year 551429, resource depletion in the Sagittarius Expanse sector caused trade disruptions for The Meran AI Hegemony."
prc_746179,551517,Year 551517,Market Crash,Economy,The Consolidated Aethelgardan Systems,The Great Unified Imperium,Perseus Nebula,15.0,Significant,"In Year 551517, a gold rush of rare FTL fuel elements triggered an economic boom for The Consolidated Aethelgardan Systems in the Perseus Nebula system."
prc_375083,551575,Year 551575,Megastructure Completion,Science,The Xenan Technocracy,The Consolidated Consolidated Systems,Sirius Expanse,60.0,Major,"In Year 551575, researchers in The Xenan Technocracy achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_822093,551649,Year 551649,FTL Network Failure,Crisis,The Scientific Technocracy,The Great Consolidated Imperium,Sagittarius Sigma,80.0,Epochal,"In Year 551649, a rogue AI network in The Scientific Technocracy initiated a localized machine uprising, causing widespread panic in Sagittarius Sigma."
prc_489315,551724,Year 551724,Planetary Invasion,Military,The Great Scientific Imperium,The Orionite Technocracy,Sirius Arm,30.0,Significant,"In Year 551724, a skirmish broke out in Sirius Arm between The Great Scientific Imperium patrols and The Orionite Technocracy raiders."
prc_937419,551776,Year 551776,War End,Military,The Consolidated Unified Systems,The Kaeluman AI Hegemony,Polaris Prime,20.0,Significant,"In Year 551776, a devastating fleet battle occurred in the Polaris Prime system where the forces of The Consolidated Unified Systems clashed with The Kaeluman AI Hegemony."
