era_name,start_year,end_year,dominant_empire,major_events
Age of Expansion,550500,551000,The Scientific Technocracy,"Megastructure Completion (Year 550911): In Year 550911, The Scientific Technocracy successfully comp... | Planetary Invasion (Year 550597): In Year 550597, the The Great Orionex Imperium launched a su..."
Age of Trade,551000,551500,The Great Unified Imperium,"Economic Collapse (Year 551264): In Year 551264, industrial megacorporations in The Great Cyg... | Wormhole Collapse (Year 551078): In Year 551078, the FTL jump gate in Arcturus Expanse suffer..."
Age of Conflict,551500,552000,The Consolidated Consolidated Systems,"AI Uprising (Year 551927): In Year 551927, a mysterious cosmic pandemic swept through R... | FTL Network Failure (Year 551649): In Year 551649, a rogue AI network in The Scientific Technoc..."
Age of Trade,552000,552500,The Unified Technocracy,"Resource Catastrophe (Year 552080): In Year 552080, a rogue AI network in The Great Allied Imper... | Megastructure Completion (Year 552001): In Year 552001, the The Great Kaelumian Imperium completed t..."
Age of Conflict,552500,553000,The Orionian Technocracy,"Pandemic Event (Year 552508): In Year 552508, a rogue AI network in The Consolidated Thran... | Megastructure Completion (Year 552870): In Year 552870, the The Orionian Technocracy completed the c..."
Age of Expansion,553000,555000,The Scientific Technocracy,"FTL Network Failure (Year 553097): In Year 553097, a rogue AI network in The Solari Star Empire... | Economic Collapse (Year 553342): In Year 553342, industrial megacorporations in The Great Ori... | Resource Catastrophe (Year 553896): In Year 553896, a mysterious cosmic pandemic swept through P... | Pandemic Event (Year 553691): In Year 553691, a rogue AI network in The Allied Technocracy... | FTL Network Failure (Year 554047): In Year 554047, a mysterious cosmic pandemic swept through C... | Megastructure Completion (Year 554146): In Year 554146, a breakthrough in zero-point energy generati... | Resource Catastrophe (Year 554962): In Year 554962, the FTL jump gate in Vega Minor suffered a c... | Megastructure Completion (Year 554623): In Year 554623, researchers in The Great Allied Imperium ach..."
Age of Collapse,555000,555500,The Unified Technocracy,"Pandemic Event (Year 555045): In Year 555045, the FTL jump gate in Betelgeuse Reach suffer... | Megastructure Completion (Year 555210): In Year 555210, The Unified AI Hegemony successfully complet..."
Age of Federations,555500,556000,The Scientific Technocracy,"Economic Collapse (Year 555751): In Year 555751, The Solian Star Empire experienced a massive... | Colony Assault (Year 555829): In Year 555829, a skirmish broke out in Pollux Prime between..."
Age of Expansion,556000,556500,The Scientific Technocracy,"Pandemic Event (Year 556114): In Year 556114, the FTL jump gate in Orion Arm suffered a cr... | Megastructure Completion (Year 556269): In Year 556269, the The Consolidated Xenian Systems complete..."
Age of Conflict,556500,557000,The Great Unified Imperium,"Megastructure Completion (Year 556985): In Year 556985, The Great Persean Imperium successfully comp... | Galactic Federation (Year 556624): In Year 556624, the The Scientific AI Hegemony and The Unifi..."
Age of Expansion,557000,557500,The Unified Technocracy,"FTL Network Failure (Year 557133): In Year 557133, a catastrophic solar flare in Antares Reach ... | Economic Collapse (Year 557059): In Year 557059, industrial megacorporations in The Unified T..."
Age of Federations,557500,558000,The Great Unified Imperium,"Defense Pact (Year 557809): In Year 557809, The Great Scientific Imperium acted as a pea... | Peace Treaty Signing (Year 557883): In Year 557883, The Great Sagittarian Imperium acted as a pe..."
Age of Conflict,558000,558500,The Great Unified Imperium,"Resource Catastrophe (Year 558132): In Year 558132, a rogue AI network in The Great Unified Impe... | Planetary Invasion (Year 558221): In Year 558221, a devastating fleet battle occurred in the P..."
Age of Expansion,558500,560500,The Allied Technocracy,"AI Uprising (Year 558516): In Year 558516, a catastrophic solar flare in Perseus Arm de... | Megastructure Completion (Year 558800): In Year 558800, The Thranari Technocracy successfully comple... | Resource Catastrophe (Year 559195): In Year 559195, the FTL jump gate in Arcturus Beta suffered ... | Megastructure Completion (Year 559324): In Year 559324, researchers in The Solex Star Empire achieve... | AI Uprising (Year 559653): In Year 559653, a catastrophic solar flare in Antares Reach ... | Refugee Crisis (Year 559872): In Year 559872, a catastrophic solar flare in Aldebaran Majo... | FTL Network Failure (Year 560301): In Year 560301, a rogue AI network in The Consolidated Allie... | Refugee Crisis (Year 560420): In Year 560420, a catastrophic solar flare in Castor Major d..."
Age of Federations,560500,562000,The Unified Technocracy,"Refugee Crisis (Year 560913): In Year 560913, a mysterious cosmic pandemic swept through C... | Galactic Federation (Year 560544): In Year 560544, diplomatic relations between The Unified Tec... | AI Uprising (Year 561088): In Year 561088, a catastrophic solar flare in Sagittarius Pr... | Planetary Invasion (Year 561243): In Year 561243, a devastating fleet battle occurred in the P... | Megastructure Completion (Year 561662): In Year 561662, The Scientific Technocracy successfully comp... | Megastructure Completion (Year 561731): In Year 561731, a breakthrough in zero-point energy generati..."
Age of Trade,562000,562500,The Great Unified Imperium,"FTL Network Failure (Year 562328): In Year 562328, a mysterious cosmic pandemic swept through C... | Economic Collapse (Year 562037): In Year 562037, industrial megacorporations in The Great Uni..."
Age of Federations,562500,563000,The Allied Technocracy,"Megastructure Completion (Year 562623): In Year 562623, the The Consolidated Thranian Systems comple... | Planetary Invasion (Year 562841): In Year 562841, the The Allied Technocracy launched a surpri..."
Age of Conflict,563000,563500,The Great Scientific Imperium,"Resource Catastrophe (Year 563332): In Year 563332, a mysterious cosmic pandemic swept through R... | Megastructure Completion (Year 563263): In Year 563263, the The Thranis Technocracy completed the co..."
Age of Colonization,563500,564000,The Great Allied Imperium,"Wormhole Collapse (Year 563655): In Year 563655, a mysterious cosmic pandemic swept through P... | Orbital Battle (Year 563873): In Year 563873, The Consolidated Allied Systems successfully..."
Age of Trade,564000,564500,The Consolidated Scientific Systems,"Economic Collapse (Year 564366): In Year 564366, The Kaelumis Technocracy experienced a massi... | Resource Catastrophe (Year 564179): In Year 564179, a rogue AI network in The Allied Technocracy..."
Age of Colonization,564500,565000,The Great Scientific Imperium,"Resource Catastrophe (Year 564531): In Year 564531, a catastrophic solar flare in Vega Reach des... | Colonization (Year 564689): In Year 564689, colonial fleets from The Aurelan Star Empire..."
Age of Expansion,565000,566000,The Orionian Technocracy,"Megastructure Completion (Year 565117): In Year 565117, The Unified Technocracy successfully complet... | Planetary Invasion (Year 565182): In Year 565182, The Thranari Technocracy successfully annexe... | Economic Collapse (Year 565931): In Year 565931, a gold rush of rare FTL fuel elements trigge... | Megastructure Completion (Year 565618): In Year 565618, researchers in The Vesperari Technocracy ach..."
Age of Conflict,566000,566500,The Unified Technocracy,"AI Uprising (Year 566167): In Year 566167, a catastrophic solar flare in Vega Minor des... | Colony Assault (Year 566024): In Year 566024, a skirmish broke out in Aldebaran Arm betwee..."
Age of Trade,566500,567000,The Great Unified Imperium,"Economic Collapse (Year 566776): In Year 566776, resource depletion in the Polaris Minor sect... | Galactic Federation (Year 566632): In Year 566632, diplomatic relations between The Vesperian A..."
Age of Expansion,567000,567500,The Consolidated Unified Systems,"Resource Catastrophe (Year 567480): In Year 567480, the FTL jump gate in Pollux Minor suffered a... | Orbital Battle (Year 567239): In Year 567239, The Nu-cygnis Star Empire successfully annex..."
Age of Federations,567500,568000,The Great Unified Imperium,"Wormhole Collapse (Year 567934): In Year 567934, a rogue AI network in The Unified Technocrac... | Megastructure Completion (Year 567604): In Year 567604, The Aurelan Star Empire successfully complet..."
Age of Expansion,568000,568500,The Unified AI Hegemony,"Megastructure Completion (Year 568434): In Year 568434, The Unified Star Empire successfully complet... | Refugee Crisis (Year 568366): In Year 568366, the FTL jump gate in Pollux Minor suffered a..."
Age of Federations,568500,569000,The Consolidated Technocracy,"FTL Network Failure (Year 568811): In Year 568811, the FTL jump gate in Sagittarius Beta suffer... | Megastructure Completion (Year 568610): In Year 568610, a breakthrough in zero-point energy generati..."
Age of Expansion,569000,569500,The Unified AI Hegemony,"AI Uprising (Year 569219): In Year 569219, the FTL jump gate in Perseus Major suffered ... | Megastructure Completion (Year 569478): In Year 569478, the The Scientific Technocracy completed the..."
Age of Colonization,569500,570000,The Great Unified Imperium,"Economic Collapse (Year 569770): In Year 569770, a gold rush of rare FTL fuel elements trigge... | Megastructure Completion (Year 569605): In Year 569605, researchers in The Zylarian AI Hegemony achi..."
Age of Federations,570000,570500,The Unified Technocracy,"Refugee Crisis (Year 570318): In Year 570318, a catastrophic solar flare in Aldebaran Majo... | Peace Treaty Signing (Year 570136): In Year 570136, the The Scientific Technocracy and The Sagit..."
Age of Trade,570500,571000,The Great Scientific Imperium,"AI Uprising (Year 570612): In Year 570612, a mysterious cosmic pandemic swept through S... | Trade Agreement (Year 570549): In Year 570549, a gold rush of rare FTL fuel elements trigge..."
Age of Expansion,571000,571500,The Consolidated Unified Systems,"AI Uprising (Year 571421): In Year 571421, a catastrophic solar flare in Vega Beta dest... | Resource Catastrophe (Year 571236): In Year 571236, a catastrophic solar flare in Aldebaran Arm ..."
Age of Collapse,571500,572000,The Consolidated Allied Systems,"Economic Collapse (Year 571850): In Year 571850, The Unified Technocracy experienced a massiv... | Megastructure Completion (Year 571530): In Year 571530, The Scientific AI Hegemony successfully comp..."
Age of Federations,572000,572500,The Great Unified Imperium,"Galactic Federation (Year 572207): In Year 572207, The Great Unified Imperium acted as a peace ... | Galactic Federation (Year 572361): In Year 572361, the The Great Consolidated Imperium and The ..."
Age of Collapse,572500,573000,The Scientific Technocracy,"AI Uprising (Year 572509): In Year 572509, the FTL jump gate in Castor Beta suffered a ... | Megastructure Completion (Year 572850): In Year 572850, The Zylarian Technocracy successfully comple..."
Age of Trade,573000,573500,The Great Scientific Imperium,"FTL Network Failure (Year 573301): In Year 573301, a rogue AI network in The Kaeluman AI Hegemo... | War End (Year 573374): In Year 573374, a devastating fleet battle occurred in the C..."
Age of Expansion,573500,574000,The Great Scientific Imperium,"AI Uprising (Year 573704): In Year 573704, a mysterious cosmic pandemic swept through S... | Wormhole Collapse (Year 573506): In Year 573506, a rogue AI network in The Great Scientific I..."
Age of Trade,574000,574500,The Scientific Technocracy,"Economic Collapse (Year 574046): In Year 574046, resource depletion in the Perseus Prime sect... | Economic Collapse (Year 574325): In Year 574325, The Great Scientific Imperium experienced a ..."
Age of Colonization,574500,575000,The Unified Technocracy,"Galactic Federation (Year 574838): In Year 574838, The Unified Technocracy acted as a peace med... | War Declaration (Year 574738): In Year 574738, The Great Unified Imperium successfully anne..."
